"","X","Rep_theta","Rep_NumStudies","Rep_tau.sq","Rep_Subj","Bias_FE","Bias_REML","Bias_DL","Bias_Moreno","MSE_FE","MSE_REML","MSE_DL","MSE.Moreno","Coverage_FE","Coverage_REML","Coverage_DL","Coverage_HC_DL","Coverage_HC_REML","Coverage_KH_DL","Coverage_KH_REML","Coverage_IVHet","Coverage_Moreno","Coverage_Mult","Outside_FE","Outside_REML","Outside_DL","Outside_HC_DL","Outside_HC_REML","Outside_KH_DL","Outside_KH_REML","Outside_IVHet","Outside_Moreno","Outside_Mult","DL_I2","EmpSE_Bias_FE","EmpSE_Bias_DL","EmpSE_Bias_REML","EmpSE_Bias_Moreno","Bias_type"
"1030",1510,0,30,1.676,60,-0.00170520781749426,-0.001587802180805,-0.00158918767339356,-0.0095864577598262,0.0609801728762108,0.0588621891265211,0.0588625770276369,2.00757338470208,0.2859,0.9392,0.9393,0.9486,0.9489,0.9492,0.9492,0.9378,0.9295,0.9294,0.0043,0.002,0.0023,0.0012,1e-04,0.0024,0.0024,0,0.0043,0.002,96.2225388356652,0.246948098755301,0.242623037043035,0.242622246643238,1.41692704567136,"None"
"1031",1511,0,50,1.676,60,0.00249133222478729,0.00278440601358468,0.00278449945240459,-0.00652134675530258,0.0364485517446182,0.0352240438100035,0.0352239517699206,1.20533195104634,0.2803,0.9465,0.9464,0.9512,0.9509,0.9508,0.9509,0.9451,0.9296,0.9382,-0.0223,0.0051,0.005,0.0036,0.0045,0.005,0.0049,0.0043,-8e-04,0.0052,96.2472887789409,0.190908327757918,0.187669177822973,0.187669424452793,1.09791163764633,"None"
"1032",1512,0,100,1.676,60,-0.00123765720521852,-0.0007224229697837,-0.000722555395242835,-0.0148088507277363,0.0183113890750354,0.0176466552460421,0.0176466140901761,0.57320168447118,0.2943,0.9465,0.9469,0.9491,0.949,0.9495,0.9495,0.9455,0.9352,0.9409,0.0059,0.0013,0.0017,7e-04,0.001,0.0013,0.0013,0.0013,0.0016,0.0023,96.2750612891701,0.135320687437371,0.132845236232075,0.132845391869304,0.756993848310501,"None"
"1033",1513,0.12,3,0,60,-0.000432321820619336,-0.000494448163063793,-0.000510445098443127,0.00250082470145122,0.0227177502031177,0.0224158595541056,0.0224198324708284,8.51688785617992,0.9438,0.9614,0.9613,0.9508,0.9507,0.9466,0.9466,0.9613,0.6942,0.9529,4e-04,-0.0014,-0.0013,-0.0022,-0.0029,-0.001,-0.001,-0.0013,-0.0062,-1e-04,0,0.15073100306337,0.149739153523852,0.14972593917156,2.91851561164118,"None"
"1034",1514,0.12,5,0,60,-0.000163514550941032,-0.000149326757221097,-0.000145903354604626,0.00419028213113024,0.0137162793795759,0.013559674426497,0.0135616823939429,1.0104347017915,0.9405,0.9578,0.958,0.9476,0.9479,0.947,0.947,0.9574,0.8406,0.9516,-0.0027,-0.0024,-0.0026,-0.003,-0.0033,-6e-04,-6e-04,-0.0026,-0.0022,-0.0024,0,0.117122262636136,0.116460368400133,0.116451742060132,1.00524534077342,"None"
"1035",1515,0.12,10,0,60,0.00131144728675604,0.00133597676664064,0.00134419889708229,0.00144733474578126,0.00696077155713296,0.00688035282912147,0.00688411239171217,0.292385745106726,0.9387,0.9566,0.9556,0.9479,0.9493,0.9461,0.9461,0.9553,0.9038,0.9514,-0.0043,-4e-04,-0.001,-0.0011,-0.0011,-0.0027,-0.0027,-7e-04,-0.0016,-0.0014,0,0.0834251019652407,0.0829638103055742,0.0829412799563193,0.540752153595361,"None"
"1036",1516,0.12,30,0,60,-0.000221473679015746,-0.000248129569792338,-0.000247810704652476,0.00130743812543337,0.00228546409816499,0.00226488375920987,0.00226636809966422,0.0783885673302395,0.9453,0.9563,0.9551,0.9487,0.9505,0.948,0.948,0.9547,0.9253,0.9527,0.0057,0.0051,0.0053,0.0049,0.0049,0.0048,0.0048,0.0051,-0.0039,0.0057,0.451186738106807,0.0478084052435938,0.0476081226562565,0.0475925277306853,0.279990530921187,"None"
"1037",1517,0.12,50,0,60,0.000237078876503483,0.000249484748098994,0.000249273331679248,-0.000509988811045789,0.00138651277912523,0.00137661023759009,0.00137794729216759,0.0446383676824999,0.942,0.9537,0.9525,0.9482,0.9499,0.9467,0.9466,0.9522,0.9351,0.951,-0.0042,-0.0017,-0.0019,-0.0018,-0.0015,-0.0015,-0.0014,-0.002,-0.0029,-0.0024,1.96234344916073,0.0372370142768559,0.0371217316038656,0.0371037149557413,0.211287888557526,"None"
"1038",1518,0.12,100,0,60,-0.00013415019569088,-0.000136728398498293,-0.000137137838719797,-0.000728891547648866,0.000674898179341856,0.000670358427248431,0.000671088856292263,0.021301981236587,0.9437,0.9546,0.953,0.9492,0.9517,0.9498,0.9499,0.9525,0.9376,0.9519,-0.0013,-4e-04,-4e-04,-0.0014,-9e-04,-0.0016,-0.0015,-7e-04,-0.002,-7e-04,2.51127944519319,0.0259797551534774,0.0259063151224132,0.0258922145300629,0.145957460623738,"None"
"1039",1519,0.12,3,0.005,60,-0.000253599282518266,-5.71116837821684e-05,-6.07689237893533e-05,0.0520951031023188,0.0244682120505757,0.0241353489214389,0.0241344777671566,30.2202976616334,0.9337,0.955,0.9549,0.9451,0.9454,0.9472,0.9472,0.9548,0.6941,0.9445,3e-04,-6e-04,-7e-04,-0.0017,-0.0016,-0.001,-0.001,-4e-04,-0.0025,-9e-04,0,0.156430798749669,0.155360509020378,0.155363314317242,5.49732715257591,"None"
"1040",1520,0.12,5,0.005,60,-0.00013746692565425,-0.000168354245697624,-0.000169961049890352,0.00402847936042887,0.0151119153194646,0.0149176711854872,0.0149185630663714,1.10978136541236,0.9302,0.9516,0.9519,0.9425,0.943,0.9486,0.9485,0.9518,0.8486,0.9446,0.0048,0.0026,0.0029,0.0021,0.0016,-6e-04,-7e-04,0.0028,-0.0016,0.0034,0,0.122936600583737,0.122147559051465,0.122143910023426,1.05350658487683,"None"
"1041",1521,0.12,10,0.005,60,0.00110968569353671,0.00111367584478154,0.00110620451134721,-0.00106791240204712,0.00735368360781228,0.00726171397950959,0.00726505529830708,0.320207029498509,0.9318,0.9505,0.9498,0.9432,0.9443,0.947,0.947,0.949,0.9015,0.9447,0.002,0.0029,0.0032,0.0024,0.0015,0.0038,0.0038,0.0022,0.0013,0.0031,1.62141523465717,0.085750729001136,0.0852323768628608,0.0852126740902133,0.565895673117312,"None"
"1042",1522,0.12,30,0.005,60,0.00019066012603923,0.000201316807825883,0.000200023810669581,-0.00321962395315138,0.00251553003395442,0.00248947492020053,0.00249078255091984,0.0846618386336328,0.9284,0.9482,0.9478,0.9431,0.9438,0.9436,0.9436,0.9465,0.9264,0.9438,0.003,6e-04,6e-04,7e-04,4e-04,0,0,3e-04,2e-04,-2e-04,7.50997134895039,0.0501572054364722,0.049909835108514,0.0498967269475607,0.290963809861464,"None"
"1043",1523,0.12,50,0.005,60,0.000458534373148023,0.000449302096423299,0.000449567390455555,0.0020804244968228,0.00149544848765224,0.00148125377444431,0.00148236837991753,0.0490359926304498,0.9314,0.9485,0.9469,0.9434,0.9448,0.9455,0.9456,0.9463,0.9304,0.9446,-0.0026,-0.0025,-0.0021,-0.0024,-0.003,-0.0017,-0.0014,-0.0021,-0.001,-0.0018,8.6296559529379,0.0386702440211869,0.0385008376600954,0.0384863615073271,0.221442019773066,"None"
"1044",1524,0.12,100,0.005,60,-3.86890648944455e-05,-4.2218260550092e-05,-4.14753139569013e-05,0.000928565569380674,0.00074689959716925,0.000739787042270494,0.000740610628659683,0.0231470566326209,0.9313,0.9495,0.9481,0.9454,0.9481,0.9476,0.9474,0.9467,0.9378,0.945,-0.0011,-3e-04,-3e-04,-0.0016,-0.0015,-8e-04,-8e-04,-7e-04,-0.002,-4e-04,9.89650168261241,0.0273308030911144,0.0272154914847351,0.0272003537810366,0.15214634155815,"None"
"1045",1525,0.12,3,0.022,60,0.00161337895729324,0.00137862579880045,0.00138376783380834,-0.0273119889619786,0.0298498116803819,0.0294163640952606,0.0294154709417743,17.8210655839785,0.9067,0.9394,0.9394,0.9293,0.929,0.9485,0.9485,0.9393,0.7008,0.9269,-0.0029,-0.0044,-0.0042,-0.0045,-0.0042,-0.0043,-0.0043,-0.0039,-0.012,-0.0041,0,0.17277208602113,0.171512383745706,0.171515029156894,4.2216231297242,"None"
"1046",1526,0.12,5,0.022,60,0.00210830613502289,0.0019017229112912,0.0019013484919498,0.00967581843489526,0.0181771560053912,0.0178583333582157,0.0178606706874719,1.28004129003196,0.9043,0.9432,0.9432,0.9371,0.9377,0.9483,0.9484,0.9431,0.8504,0.9316,-7e-04,8e-04,0.0012,-5e-04,-9e-04,-0.0021,-0.0022,5e-04,-8e-04,6e-04,12.0778705923852,0.134812938931998,0.133636976340864,0.133628224782155,1.13140429384778,"None"
"1047",1527,0.12,10,0.022,60,0.000552133806187516,0.000514220827309994,0.000518043171937474,0.0117189572569102,0.00909048857764023,0.00891626724419875,0.00891887075867457,0.380085417084574,0.8998,0.9389,0.9387,0.936,0.9364,0.9439,0.9441,0.9382,0.9039,0.9303,-0.0016,-0.0037,-0.0035,-0.0032,-0.0034,-0.0029,-0.0027,-0.0038,-0.0035,-0.0033,20.3007688848931,0.0953472224827961,0.0944430745972436,0.0944293095950117,0.616430110988714,"None"
"1048",1528,0.12,30,0.022,60,-8.14336981935782e-06,4.89992220047142e-06,5.01445433366554e-06,-0.000826258595318943,0.00302500318152516,0.00297445941137189,0.00297519461051963,0.101947471608386,0.902,0.9436,0.9429,0.9421,0.943,0.9469,0.9468,0.9425,0.9267,0.9369,0.003,0.0028,0.0021,0.0019,0.0024,0.0027,0.0026,0.0027,7e-04,0.0023,25.5973051039837,0.0550027785277732,0.0545480717769963,0.054541331694862,0.319307038136618,"None"
"1049",1529,0.12,50,0.022,60,-0.00023572620153009,-0.000261747164453152,-0.00026066705773363,0.00221134434499233,0.00184403294740299,0.0018129135155297,0.00181379022219401,0.0601143714227099,0.9025,0.9456,0.9444,0.9446,0.9469,0.9482,0.9482,0.9434,0.932,0.9406,0.0017,-6e-04,-8e-04,-4e-04,-3e-04,-4e-04,-4e-04,-6e-04,-0.0028,0.001,26.5364935313801,0.0429437049722142,0.0425899479366382,0.0425796466235015,0.245184609892608,"None"
"1050",1530,0.12,100,0.022,60,-0.000132887387933558,-0.000160897636436438,-0.000159780580124322,0.00226790131895575,0.000942350689417747,0.00092419480538487,0.000924676915923918,0.0289428043952757,0.8936,0.9434,0.9419,0.9422,0.9441,0.9439,0.944,0.9405,0.9333,0.9382,0.0016,0.003,0.0033,0.0038,0.0033,0.0029,0.003,0.0031,-0.0021,0.0026,26.7401164750742,0.0306989783720433,0.0304096014521102,0.0304016667876912,0.170119237813925,"None"
"1051",1531,0.12,3,1.676,60,-0.0127984890546753,-0.013788065975148,-0.0137933853414182,-0.0545713344869915,0.607881439977939,0.592960575502192,0.592958974625482,199.816322457527,0.2832,0.8148,0.8151,0.9051,0.9052,0.9499,0.9499,0.8181,0.6985,0.749,0.0108,0.0086,0.0083,0.0055,0.0048,0.0037,0.0037,0.0077,-0.0025,0.0078,94.6810953750964,0.779601447213579,0.769953245298894,0.769954380280825,14.1362416419554,"None"
"1052",1532,0.12,5,1.676,60,-0.00420065836795591,-0.00427988736733767,-0.00427771293315146,0.0133070912004316,0.361081274164694,0.349814806534237,0.349814905018381,25.4069551756687,0.2901,0.8775,0.8782,0.9468,0.9463,0.9493,0.9495,0.8806,0.8473,0.8413,0.0073,1e-04,-2e-04,-0.004,-0.0037,-0.0035,-0.0035,0,0.0033,0.0013,95.5517567359698,0.600915750008128,0.59146562820622,0.591465529211622,5.04076571850898,"None"
"1053",1533,0.12,10,1.676,60,0.00565280924707609,0.00506775963843176,0.00506724980126202,0.0258365901507906,0.179468050344954,0.173557002884819,0.173556521140116,7.55821540043864,0.2857,0.9148,0.9153,0.9467,0.9468,0.947,0.947,0.9155,0.9071,0.8969,-0.0125,-0.0034,-0.0029,3e-04,-2e-04,-0.0012,-0.0012,-0.0019,0.0013,-0.0027,95.971919140821,0.423620161815652,0.416591165220125,0.416591737273584,2.74923693075336,"None"
"1054",1534,0.12,30,1.676,60,0.00209720825757019,0.00216294632313642,0.00216447537649089,-0.00043313694814498,0.060399566318589,0.0585468963327603,0.0585464679114708,1.99921096008225,0.2908,0.9406,0.9411,0.9493,0.9494,0.9492,0.9491,0.9401,0.9291,0.9321,-0.0112,0.002,0.0033,1e-04,8e-04,0.0022,0.0023,-9e-04,1e-04,-5e-04,96.1920949970382,0.245766572497012,0.241966191278012,0.241967090330987,1.41400520280018,"None"
"1055",1535,0.12,50,1.676,60,0.00234715121017184,0.00213663148791454,0.00213655194450235,0.00960207373937569,0.0363214919860047,0.0352704746744405,0.0352705928376646,1.15579542583928,0.2884,0.9446,0.9439,0.9505,0.9506,0.9496,0.9496,0.9444,0.9337,0.938,-0.0126,-0.0022,-0.0023,-9e-04,-0.0014,-0.0014,-0.0014,-0.002,0.0017,-0.0016,96.2459260909862,0.190577057456253,0.187801903448679,0.187801587916523,1.07509013943016,"None"
"1056",1536,0.12,100,1.676,60,-0.000747916782321431,-0.000639419717272355,-0.000639409793966705,-0.00293493852729509,0.0180020836686138,0.0174269077039658,0.0174269056550335,0.557054895928151,0.298,0.946,0.9465,0.9486,0.9489,0.9487,0.9486,0.946,0.9406,0.9416,0.0046,-0.001,-7e-04,6e-04,5e-04,-9e-04,-0.001,0.0012,8e-04,0.0012,96.2704902689833,0.134176468210945,0.132016058243353,0.132016065956224,0.746392652873284,"None"
"1057",1537,0.76,3,0,60,0.000321544637711724,0.000260921692946892,0.000258128733267804,0.0215491871315263,0.022233319638459,0.0218823529231905,0.0218836534242229,11.5410302479155,0.945,0.964,0.9638,0.956,0.956,0.9511,0.9511,0.9642,0.6807,0.9552,0.0022,8e-04,8e-04,0,2e-04,1e-04,1e-04,8e-04,-3e-04,0.0022,0,0.149115524984772,0.147938417496325,0.147934016677672,3.3973107088482,"None"
"1058",1538,0.76,5,0,60,0.000945666542231383,0.00098790378868896,0.000986004055437473,0.00028736609645108,0.01371652168017,0.01353705789714,0.0135421539925385,1.04839094634193,0.9427,0.9582,0.9577,0.9487,0.9488,0.9459,0.946,0.9573,0.8364,0.9531,-0.0021,-8e-04,-0.0017,-0.0019,-0.0016,-1e-04,-2e-04,-0.0011,-0.0028,-9e-04,0,0.117119593129717,0.116372402407725,0.116350486405571,1.02396079677592,"None"
"1059",1539,0.76,10,0,60,0.000111761417883161,9.28151653193376e-05,9.63311720820759e-05,-0.00274999052005442,0.00682665281868891,0.006751515122867,0.00675413312853845,0.293173527802757,0.9449,0.9576,0.9566,0.9491,0.9502,0.9469,0.9468,0.9563,0.9034,0.9538,3e-04,0,-4e-04,-0.0011,-6e-04,0.0013,0.0012,5e-04,0.0026,2e-04,0,0.0826276168141162,0.082187586220649,0.0821716601170058,0.541475100889584,"None"
"1060",1540,0.76,30,0,60,-0.000531257641946281,-0.00051489710855479,-0.000513579779360285,0.000453504516304104,0.00232713695047944,0.00230678501651533,0.00230855705608463,0.0783654977090892,0.9416,0.9545,0.9536,0.948,0.9498,0.9463,0.9463,0.9523,0.9256,0.9507,0.0024,0.0019,0.0028,0.0032,0.0028,0.0023,0.0023,0.0025,-6e-04,0.0029,0.988776534087326,0.0482398945328425,0.0480471033914563,0.048028643251087,0.279952012594442,"None"
"1061",1541,0.76,50,0,60,-1.63413749952879e-05,-1.14533707874509e-05,-1.26489846622446e-05,0.000978139340316653,0.00137662967964403,0.00136609637796456,0.00136721748859224,0.0459275394294574,0.9421,0.9536,0.9525,0.9481,0.9494,0.947,0.9472,0.9519,0.9278,0.9509,-0.0013,-0.0028,-0.0029,-0.0031,-0.0032,-0.0034,-0.0034,-0.0025,0.003,-0.0025,1.93011507287533,0.0371048122123321,0.0369777509321731,0.0369625874374599,0.214315598570117,"None"
"1062",1542,0.76,100,0,60,-0.000176394846422734,-0.000174195873338223,-0.000174264193348872,-0.00131426913531718,0.000680910948100407,0.000676549199903709,0.000677396909643395,0.0215868102491806,0.9433,0.9534,0.9513,0.9465,0.9489,0.9476,0.9481,0.9509,0.9377,0.9497,9e-04,6e-04,0.0011,-1e-04,1e-04,0.0016,9e-04,9e-04,-0.0017,9e-04,2.52919804981406,0.0260949789758746,0.0260275677899956,0.0260112766767196,0.146925973435562,"None"
"1063",1543,0.76,3,0.005,60,-0.000768179459611273,-0.00109933398655859,-0.00109346488649098,0.0339690516092175,0.0237030456035455,0.0233854092468819,0.0233870500482024,9.24408364232415,0.9348,0.9546,0.9543,0.9439,0.9443,0.9478,0.9478,0.954,0.6905,0.9448,0.0028,0.0022,0.0029,0.0023,0.0023,-6e-04,-6e-04,0.0026,-0.0013,0.003,0,0.153963716460931,0.152931988812232,0.152926581618777,3.04037072267019,"None"
"1064",1544,0.76,5,0.005,60,-0.0010356620796026,-0.00103898567915128,-0.00104858588493373,0.00503322592969513,0.0147173198967061,0.0145366658408388,0.0145379953200727,1.0992539131101,0.9332,0.9528,0.9527,0.9443,0.9443,0.9449,0.9449,0.9529,0.8443,0.9459,0.003,0.003,0.0031,0.0027,0.0029,9.99999999999999e-05,9.99999999999999e-05,0.0031,7e-04,0.0049,0,0.121316606747264,0.120575078779476,0.120569648144144,1.04849344947797,"None"
"1065",1545,0.76,10,0.005,60,-0.00124932903119568,-0.00124232806391533,-0.00125367838199064,-0.00228364458450336,0.00723505095666046,0.0071300481527455,0.00713418277021456,0.325176113395914,0.937,0.9543,0.9539,0.9473,0.9481,0.9491,0.9493,0.9532,0.9049,0.9493,0.004,7e-04,7e-04,0.0021,0.0017,0.0021,0.0023,0.001,0.0027,0.0019,2.53911694628613,0.0850541801147232,0.0844590101360915,0.0844346948564194,0.5702660946481,"None"
"1066",1546,0.76,30,0.005,60,-0.000312182986727416,-0.00030062007535292,-0.000301367205588043,-0.00593252536069733,0.00247817227413406,0.00245212566743288,0.00245362206239958,0.0851834489787677,0.9318,0.9516,0.95,0.9443,0.9467,0.9465,0.9465,0.9484,0.9276,0.946,-0.0022,-0.002,-0.001,-0.0013,-0.0017,-7e-04,-7e-04,-0.002,0.0016,-0.0026,7.84787396244669,0.0497827545258564,0.0495356095941976,0.0495205060864232,0.291816328875874,"None"
"1067",1547,0.76,50,0.005,60,-0.000471603207547577,-0.000480318597500529,-0.000479664113918976,0.00104183232847144,0.00148291352587156,0.00146948540215214,0.0014704836771067,0.0472806535352132,0.9306,0.9503,0.9487,0.9457,0.9474,0.9465,0.9464,0.9481,0.9344,0.9469,0.0036,0.0027,0.0033,0.0035,0.0028,0.0031,0.0034,0.0031,-0.003,0.0033,8.87587046908448,0.0385076537876071,0.038345803414565,0.0383327749629566,0.21744952644296,"None"
"1068",1548,0.76,100,0.005,60,-0.000118253433886939,-0.000125279163014302,-0.000125083940154092,-0.00160117130830395,0.000748829469787694,0.00074241018868549,0.000742997025624997,0.0233023296746434,0.9289,0.9477,0.946,0.9438,0.9453,0.9452,0.945,0.9458,0.9367,0.9441,-0.0051,-0.0049,-0.0044,-0.005,-0.0057,-0.0038,-0.0038,-0.0044,0.0063,-0.0039,9.57591473546915,0.0273658614874548,0.0272590477676942,0.0272482795913957,0.152650241187816,"None"
"1069",1549,0.76,3,0.022,60,-0.000530218853300735,-0.000391785363359487,-0.000394744523059321,0.0164789669283867,0.0303181156853758,0.0298487123599684,0.029850823110597,9.62533907977721,0.8979,0.9341,0.9344,0.9264,0.9263,0.9508,0.9508,0.9336,0.6963,0.9197,-0.0021,-0.0013,-0.0014,4e-04,5e-04,0.0016,0.0016,-0.0012,-0.0019,-7e-04,0,0.174128879396863,0.172782095868246,0.172775993756654,3.10258442696389,"None"
"1070",1550,0.76,5,0.022,60,-0.00105462800465972,-0.00112570887178864,-0.00111579721379085,0.00362043503916198,0.0180538830532281,0.0178208448065553,0.0178203170029898,1.2768034098096,0.9029,0.9396,0.9394,0.9352,0.9357,0.9464,0.9464,0.9398,0.8509,0.9281,5e-04,-2e-04,-4e-04,-4e-04,-3e-04,-0.0014,-0.0014,0,5e-04,-5e-04,12.2833231066197,0.134367318461845,0.133494771751466,0.133496665584064,1.13000796194502,"None"
"1071",1551,0.76,10,0.022,60,0.000144732872192299,4.02101169001412e-05,4.29549530809314e-05,0.00762056064339289,0.00919673453036456,0.00906097551249107,0.00906137401176136,0.386793154568052,0.9029,0.9425,0.9417,0.9385,0.9396,0.9489,0.9489,0.9405,0.9093,0.933,0.0015,0.0047,0.0043,0.0045,0.005,0.0015,0.0013,0.0037,-0.0011,0.0034,21.3577133262414,0.0959042926364346,0.0951959998869323,0.0951939078074114,0.621911375518596,"None"
"1072",1552,0.76,30,0.022,60,-4.96291928373527e-05,-3.48149105894313e-05,-3.40386180450736e-05,-0.00140504403737096,0.00303485727954768,0.00298276110296305,0.00298384930131684,0.102621450948813,0.8991,0.9456,0.9441,0.9434,0.9444,0.95,0.9501,0.9436,0.9268,0.9386,-0.0017,-0.002,-0.0021,-8e-04,-2e-04,-0.002,-0.0019,-0.0016,0.006,-0.0012,25.2715765116319,0.0550922710761149,0.0546273425799302,0.0546173799875527,0.320358767281376,"None"
"1073",1553,0.76,50,0.022,60,6.01712903485208e-05,8.3589550263552e-05,8.13135056093595e-05,-0.00233494899151931,0.00184542543839795,0.00181419525726652,0.00181494726194508,0.0600871092337976,0.897,0.9456,0.9455,0.9462,0.9466,0.9494,0.9496,0.9435,0.9315,0.9404,-0.0028,-0.0024,-0.0035,-0.003,-0.003,-0.0036,-0.0034,-0.0033,0.0025,-0.0036,26.1442647906062,0.0429605211613129,0.0426042505188756,0.042595418850204,0.2451278564619,"None"
"1074",1554,0.76,100,0.022,60,0.00056809063469998,0.000561949365796455,0.000562319793429022,0.000846408403209153,0.000897932766326265,0.000881748955112386,0.000882150357932578,0.0290358068822476,0.9039,0.9506,0.9486,0.9493,0.9507,0.9513,0.9512,0.9472,0.9369,0.9451,-0.0033,-8e-04,-0.0016,-9e-04,-0.0017,-0.0011,-0.0012,-0.0018,-0.0013,-0.0025,26.9315731051975,0.0299616389628132,0.0296971774183534,0.0296904247216958,0.170405382175828,"None"
"1075",1555,0.76,3,1.676,60,0.00339440315145689,0.0041317936873283,0.00413153609831074,-0.422775369643122,0.587932905995385,0.573767912383561,0.573769404782632,801.630898734984,0.2899,0.818,0.818,0.9082,0.9074,0.9517,0.9518,0.8198,0.6919,0.7537,-0.0057,0,8e-04,-0.0022,-0.0022,-0.0033,-0.0034,6e-04,0.0051,3e-04,94.6082844091682,0.766798658084921,0.757502287893388,0.757501301310192,28.3113460109742,"None"
"1076",1556,0.76,5,1.676,60,0.00506599168987321,0.00507655514391236,0.00508119381660166,0.0286172226905879,0.359582023071152,0.348109133487321,0.348106286402704,25.3620868206474,0.2927,0.8791,0.8789,0.9476,0.9479,0.9523,0.9523,0.8799,0.8443,0.839,-0.0059,0.0059,0.0051,0.0044,0.0031,0.0033,0.0033,0.0049,5e-04,0.0032,95.5380021820319,0.599660168788251,0.590012948502016,0.590015401402863,5.03624902637255,"None"
"1077",1557,0.76,10,1.676,60,-0.00346874077901771,-0.00446879009314949,-0.00446838921600545,0.0555142021668866,0.178587702667009,0.172674524189784,0.172677600428262,7.73650677400295,0.2947,0.9165,0.9172,0.9484,0.9484,0.949,0.949,0.92,0.8971,0.8988,0.0031,0.0047,0.0042,0.001,0.002,0.004,0.004,0.0044,-0.0039,0.003,95.9646872664249,0.422603277149389,0.415541696362974,0.415537990185033,2.78104267626325,"None"
"1078",1558,0.76,30,1.676,60,-0.00323724123301483,-0.00289459571798545,-0.00289388694353832,-0.0185000016405256,0.0598749028835759,0.0580813940186463,0.0580820138431337,2.02107545372839,0.2923,0.9393,0.9396,0.9492,0.9489,0.9482,0.9482,0.94,0.9293,0.9326,0.0141,0.0029,0.0022,0.0026,0.0021,0.0028,0.0028,0.0022,0.0025,0.0024,96.2036825684148,0.244684307207868,0.240996778414593,0.240995483809546,1.42159603868237,"None"
"1079",1559,0.76,50,1.676,60,0.00335288020172353,0.00350271408543112,0.00350283973751009,-0.00198664610641608,0.0361953627872841,0.0351911405023443,0.0351911428725725,1.17737763925412,0.2819,0.9465,0.9458,0.9517,0.9517,0.9507,0.9507,0.9448,0.932,0.9379,-0.0159,-0.0019,-0.0022,-5e-04,3e-04,-0.0013,-0.0013,4e-04,-0.0016,-0.0011,96.259403834584,0.190230753968996,0.187569696980798,0.187569693008635,1.08512277721718,"None"
"1080",1560,0.76,100,1.676,60,-0.000827312879302378,-0.00101159343279034,-0.001011824919536,0.00577484715569265,0.0178238227608035,0.0172753535428704,0.0172753978657225,0.564129806604879,0.3008,0.9453,0.9449,0.9496,0.9499,0.9486,0.9487,0.9468,0.9358,0.9416,-8e-04,0.0035,0.0035,0.0022,0.0023,0.0028,0.0027,0.0024,0,0.0032,96.2866380597189,0.13351000264506,0.131438585226041,0.131438418384351,0.75110110706383,"None"
